text,rating,job_title,platform,source
I find Amazon one of the strongest companies,4.9,Corporate Recruiter,careerbliss,amazon
The work was fast paced and the workload was on the highend.,3.5,Anonymous Employee,careerbliss,amazon
i started woking there in june as his 3rd start up company and my boss has been doing a fantastic job running it and the care he has for his employees is fantastic.,4.9,Lead Driver,careerbliss,amazon
Excellent company to work with. Very customer focused and have good service and support team.,5,Anonymous Employee,careerbliss,amazon
"Amazon in Monee, IL is a good environment for the most part. There are some people that really care for you and have your best interest, and there are also people that make your days of working there harder. The work itself is not a long-term job for anyone and I personally wish to excel in other ways.",4,Package Handler,careerbliss,amazon
"I’ve worked at this company since September, this year as an overnight worker. Of course, sleep was hard to get, but the pay was good. One thing I didn’t like, I had been in the hospital for 2 days and reported that I wouldn’t be there. They told me they don’t have anything on my file or in their records of my report, so they fired me.",3.1,Anonymous Employee,careerbliss,amazon
"Working for Amazon.com was a great experience. I found that it isn't an easy job but the benefits were well worth the time. Anyone that likes a fast-paced work environment, and the freedom to use their own time management skills, I would encourage them to apply to Amazon. There are many perks and discounts that also come along with this job. As an employee, you get great healthcare and a retirement plan. They also provide you with work great and a pathway to success if you are willing to take it. Many employees stay for a long amount of time with Amazon.",5,Anonymous Employee,careerbliss,amazon
"I've worked for Amazon since April of 2018. It's a great job for employee's who like a fast-paced environment. It's competitive which makes for a quick day. They are constantly handing out raises so your pay improves faster than you'd expect. It's a huge company and they do their best to attend to every associate. Don't be afraid to speak up, make yourself known and go after what you want from Amazon.",4.1,Anonymous Employee,careerbliss,amazon
"I worked for Amazon for a short period of time, however while I was there they had lots of benefits offered your first day. Work/life balance was a good 50/50. The work load is demanding but it’s worth the work.",4.3,Anonymous Employee,careerbliss,amazon
"Amazon is a good company, that provides great benefits and room to advance in the company. One negative aspect I've seen is the rampant changes in supervisors. I was employed under a six month contract and had four new supervisors. It made me wonder if their workload was too much, or did they simply advance in the company. The supervisor's were very knowledgeable and went out of their way to assist.",4.4,Anonymous Employee,careerbliss,amazon
"I work for this company for almost 2 years ,they have a lot of change in management, and bring people with no experience or manners. Peolple who don’t like to work as a team.",4.8,Anonymous Employee,careerbliss,amazon
I have worked for Amazon for a few months and overall they are not a bad company. It is a safety-first driven environment with friendly faces all over. My only major complaint is that management is mainly focused on meeting their production numbers instead of helping associates move up in the company.,3.8,Anonymous Employee,careerbliss,amazon
It’s a good job for those with a driver’s license  and looking to get into the job market. Good first full time job,3.8,Lead Driver,careerbliss,amazon
I worked for Amazon as a Seller Support Associate for over a year and a half. During my time there I learned many new things and was introduced to many new people. Although there were a handful of things that were confusing and frustrating overall it was a great experience.,4.1,Seller Support Associate,careerbliss,amazon
I've worked for Amazon for 2 years and they are hard working. I contribute to having a healthier state of working areas by always making sure the employees are satisfied. It's a warehouse job so I couldn't use my full potential. If I get this career change I will  not disappoint your company.,4.1,Associate,careerbliss,amazon
"Working for Amazon was, if not the best job I ever had. Amazon always made sure I was well taken care of. The benefits were good, and everyone had an overall positive attitude. Even when we got busy, the management team always had things under control. There was never a dull moment, with the people I worked with. I believe this to be the main reason why the company has done so well over the years. They believe customers and employees are a top priority.",4.5,Anonymous Employee,careerbliss,amazon
"Working in an Amazon warehouse environment you need to have all appropriate wear before clocking in. These are required before entering the floor. Your safety vests to help visibility for vans and others, hair above shoulders, comfortable shoes, name badge, gloves in order to properly handle packages and extensive stretching before starting. As an Amazon Delivery Station worker, you should be prepared for shifts that: walk/ stand the entire time, carrying packages the size of an envelope to an oversized 50-pound box throughout the shift, walking an average of 10 miles daily, and learning the different functions in the warehouse. Though this position has the same functions daily to be prepared to adapt according to the daily warehouse needs. As a DLV1 worker, your main functions are stowing packages, being a catcher, diverter, inductor, unloader, water spider, and problem solve area. The warehouse has fun activities to reward workers monthly such as providing lunch or snacks. Full-time workers receive healthcare benefits.",4.6,Warehouse Worker,careerbliss,amazon
It was a very simple job. 10 hrs a day for 5 days. Pays decent and the benefits like medical and dental were amazing. It can get stale but the people there were friendly and can make the day go faster.,3.1,Warehouse Associate,careerbliss,amazon
"Amazon is a great workplace for learning and also provides a work-life balance. I must recommend joining the organization, to those who all are willing to join.",4.4,Anonymous Employee,careerbliss,amazon
"I’ve previously led teams for Operations and Logistics Recruiting for Amazon. My focus was to work as an innovative and results-oriented manager with over 19 years of leadership experience in global business management, logistics, and people operations. I am enthusiastic and collaborative with demonstrated success in building cross-functional teams in dynamic environments, with measured effectiveness in management of strategy planning, talent, branding and operational excellence.

Range of industry experience:

Specific expertise in recruiting ""digitally-oriented"" Executives for public consumer Internet companies. 

Turnaround talent acquisition expertise within the Digital Advertising Industry, from building and scaling company-wide recruitment strategies at the Executive and Staffing levels, to attracting top talent to help re-engineer companies.

I have extensive recruitment team management experience across multiple industries (Operations, Advertising, Retail, Online Retail and Public Relations).  I have also held sales staffing leadership roles at top-tier companies such as Amazon, Nordstrom, Washington Mutual and Microsoft. 

I’m proud to have worked to help open up emerging markets International Recruitment & Strategy experience (Europe, Canada, China, India and Mexico), which ranges from organizational design to resource implementation to project management of recruitment models.",4.5,Anonymous Employee,careerbliss,amazon
"I worked at Amazon from 2015 to 2019. It is a tough environment with constant pressure to perform and improve. Not a place for the faint of heart. However, I also worked with some of the most advanced technology and the most brilliant people I have ever met. The compensation is good, but the hours required are long. 70+ hours per week are not atypical for a Senior Operations Manager.",4.1,Anonymous Employee,careerbliss,amazon
"I work for Amazon at a local sorting warehouse and have found the job very vigerous, yet a great workout! I have met some amazing people and find that this posistion is ever changing which is great for me. I would recommend Amazon and the local warehouses for part time work as they are currently paying the highest part time hourly at $15 an hour. I have very much enjoyed my time with Amazon.",3.8,Anonymous Employee,careerbliss,amazon
"Awesome company, great learning environment and always collaborating while having many fun experiences all across global teams! If you like adventure then this is the place for you! There is never a dull moment and you will always be challenged in a good way!",5,Anonymous Employee,careerbliss,amazon
"Great company! Very supportive environment with many opportunities to grow within the organization. 

All ideas are heard and appreciated and there certainly seems to be opposition towards simply maintaining the status quo.",4.8,Anonymous Employee,careerbliss,amazon
"I've worked for Amazon since 2014, and it has been amazing. My time there has been nothing short of a great learning experience, and I have become a better leader all while growing other leaders. Working with such a diverse team has taught me a lot about management and made me more global as a leader.",4.6,Senior Operations Manager,careerbliss,amazon
Good place to work. Enjoyed coming to work.,5,Anonymous Employee,careerbliss,amazon
"Horribly unorganized. Fired good hard working people before contract was up while hiring more drivers. Managers are very petty, hardhearted, & underqualified -- amazon hires youth over experience and work efficiency.  Stoic & operates under *pass-the-buck tactics. Many have injured themselves (dogbites, falls) & were dismissed or sent to co-docs & mistreated.",3,Delivery Associate,careerbliss,amazon
"Innovative, peculiar, lightning fast, full of brilliant and driven people. Every day is a new challenge.",3.9,Anonymous Employee,careerbliss,amazon
"Pro : amazing teammates, good resource, exciting tech stack
Con: Management is not transparent, bad work-life balance.",4,Anonymous Employee,careerbliss,amazon
great company alkddjd lakjdj lkjd lkajdkj dlkjla . ldjkjl ladkjlkjkdjlajdljdljfad;lkfjd;lkjlkd/ dljadlkj;lkdjkljd;laj/aldj;j/ lajdlkjdkljkladjfklajdlkjd;lkjadlkfjdlkjldkfjad;lkfja;ldjfa;ldkjfalksdjfalkdjfkaldsjflkadjalkjfldkjf;adlskfj;ldkfjalksfjasdlkfja;ldkjdlkfjalkdfjasl;dfkjas;lkfjalksdjfdklfja;lskfjdl;kfj;djf;ajf;,4.3,EHS Specialist,careerbliss,amazon
Working here is very fast paced and this helps you to learn faster and to be agile.,4.8,Anonymous Employee,careerbliss,amazon
Exceptionally challenging but rewarding so long as pace does not overwhelm you.  Amazon's corporate offices are well laid out as one would expect from a nearly trillion dollar company.  Career growth is entirely in your hands but can be rewarding to some who take the wheel and make the best of the opportunity.,4.4,Anonymous Employee,careerbliss,amazon
"Amazon will pay you a lot of money, but will also treat you like a pile of garbage. Amazon employees have almost no rights as far as their job is concerned.",3,Anonymous Employee,careerbliss,amazon
"Fast-paced business that requires employees to think fast, and work fast. Low paying job with expensive benefits offered. It was a fun work environment, and the colleagues I met during this time helped make the job better.",3.5,Anonymous Employee,careerbliss,amazon
"Sorry, i'm not going to review just because you try to force me to.
I'm not sure what you are thinking here.",3,Anonymous Employee,careerbliss,amazon
I've been working at Amazon for last 1.8 years as Senior iOS Engineer in Neighbors by Ring  team.,3.5,Senior Software Engineer,careerbliss,amazon
"The company is good, and the culture is interesting.",5,Anonymous Employee,careerbliss,amazon
"I am pleased to submit my resume for the Management position with your organization. Given my background and training in a variety of different leadership roles, I feel I am in a great position to make a significant contribution to your business. I excel at aligning with changing trends and priorities, understanding user needs, and contributing to big-picture objectives.",4.6,Anonymous Employee,careerbliss,amazon
This summer I worked as a SDE intern at Amazon Lab126. I collaborated with several engineers on an embedded system software. The engineers around me were really smart and helpful. I improved my techical and communication skills a lot.,4.4,SDE Intern,careerbliss,amazon
"Throughout my time at Amazon, I was treated with integrity. The management was concerned with everyone's success and pushed for continuous growth. For an intern, the workload given was difficult, but rewarding when delivering results.",4.8,Anonymous Employee,careerbliss,amazon
"Great Company to work for, Amazon has opportunities to improve.",4.4,Anonymous Employee,careerbliss,amazon
I would prefer not to enter this information.,3,Anonymous Employee,careerbliss,amazon
I worked at Amazon since past 18 months. I found it quite challenging. Compensation is good but the low size is that vacation policy is not great.,3.5,Anonymous Employee,careerbliss,amazon
"I have worked for Amazon for 8 years, I enjoyed my time as a Photo Associate. Sad to say that on November 31st will be our last day in such a wonderful out going fun studio, due to a decision made to close down multiple studios including the one I worked In. working for Amazon was a wonderful fun experience.",5,Operations Associate,careerbliss,amazon
I've been working for AWS for over 2 years and I find it a nice proving ground to develop cloud skills and peek behind the curtain at AWS services.  I would recommend anyone looking to ramp quickly in the blossoming cloud frontier to take the opportunity to train and contribute with AWS.,3.5,Solutions Architect,careerbliss,amazon
I worked hard and give in my best and Amazon offers a good range of benefits for staff members.,3.9,Anonymous Employee,careerbliss,amazon
"Currently working for one of the biggest E-Commerce Entities in the world . 
I’ve found that the company is very customer centric and revolves their company culture around that same motto. I would like to see more divers change and work life balance . However the efforts are diluted when it comes to every customer if the business. Employees need growth, guidance , development, and empathetic Management members who align with their needs as well as the business .",3.8,Anonymous Employee,careerbliss,amazon
"The company is great for the most part, but it does lack in communication a lot of the times. They need managers to work weekend night and day instead of one for week nights and 4 for the week days.",3.5,Anonymous Employee,careerbliss,amazon
I've worked for Amazon for the past year. Good environment. Average pay. Not much room for a career growth. It's all depend on what you're looking for. Many good people working there.,4,Anonymous Employee,careerbliss,amazon
Good place to work if you are just starting in controls.,3.8,Systems Lead,careerbliss,amazon
"• Identify and inform management of compliance issues & improvement opportunities through the conduct of daily, weekly, and monthly audits
• Maintain required paperwork to comply with Amazon and OSHA regulations
• Perform safety observations and audits
• Train and assist Area Managers, Operation Managers, and safety team members to complete their safety responsibilities such as audits, follow safety rules etc.
• Perform specific safety training as required by the Safety Manager
• Facilitate incident investigation process
• Enter Safety Incident Information in internal database in a timely manner
• Participate in process improvement activities and manage actions to completion",5,EHS Specialist,careerbliss,amazon
"I've worked as an SDE intern at Amazon developing a new feature to fetch customer reviews for a product and decorate it with Product details on the Amazon assistant mobile app. It was a fascinating experience creating the design doc, API routes and working on new technologies.",5,SDE Intern,careerbliss,amazon
"High turnover position. Over-use same employees. Leadership demand more and more from associates. Low morality. Hard to transfer, move up within different categories of Amazon. Antagonizing demeanor from leadership to associates.",2.8,Fulfillment Specialist,careerbliss,amazon
"I interned at Amazon and now I am in my second year at Darden. My internship experience was amazing, learned a lot from the 10 weeks I spent at Amazon",4.4,Anonymous Employee,careerbliss,amazon
"Great work environment 
Awesome colleagues 
Manager can be more supportive",3.6,Anonymous Employee,careerbliss,amazon
"Nice company if you like the corporate culture. 

There are great opportunities to learn new things and acquire new skills. You can have access to the latest trends in technology, which is always a plus. 

The downside is that in my opinion politics too often gets in the way of productivity.",4,Anonymous Employee,careerbliss,amazon
Unorganized. Good pay. Simple work. Not bad if you like warehouse environment.,3.6,Anonymous Employee,careerbliss,amazon
Your experience will be what you make of the opportunity. While working here I learned a lot and expanded my professional horizons.,4,Anonymous Employee,careerbliss,amazon
aaaaaaaaaaaaaaaaaaaaaaaaa,4,Anonymous Employee,careerbliss,amazon
Good company to work with,4.4,Independent Contractor,careerbliss,amazon
I've worked with Integrated compliance consultants for twenty years.  I'm the owner of the company.  I get to work with a lot of great people.  Lots of fun.,5,Principal Lead,careerbliss,amazon
Working at Amazon EU Sarl was a great experience overall. I was working with the EU Expansion team and more specifically in the launch of Amazon Turkey. The company culture was great overall and I had the opportunity to meet great people. Everyone was willing to help me learn faster and succeed in my role.,4.1,Anonymous Employee,careerbliss,amazon
I have worked for amazon almost 3years i just cant lie about anything. I am a manager and i am working with idiots. I feel like i can do better in my life in any other company. My relationship with each and every manager is awesome. Life style amazing 10 out of 10. Co workers sweet innocent. Thats all i can think about,5,Anonymous Employee,careerbliss,amazon
"The company is great, I have a good, supervisor, however there were things i will not agree about. Overall, the job was good!",3.4,Anonymous Employee,careerbliss,amazon
Amazon was an excellent place to intern at.,4.8,Anonymous Employee,careerbliss,amazon
"Strategic and analytical finance professional with ten years of success in financial reporting, analysis, and project management. Effectively and congenially communicates with people from all cultural, educational and socio-economic backgrounds to achieve objectives. Accomplished and result-oriented professional who consistently meets deadlines and increases company revenue. Highly skilled at increasing productivity through detailed cost analysis using statistical methods to locate patterns. Thrives in high-pressure environments. Excellent financial reporting, budgeting, management, and team building skills.
Authorized to work in the US for any employer.",4.9,Anonymous Employee,careerbliss,amazon
Interesting projects but depressing culture,3,Anonymous Employee,careerbliss,amazon
I worked at Amazon for about two years and thoroughly enjoyed my time there. I learned a lot and worked with some of the smartest people in the country. Working at amazon allowed me to gain experience developing web applications that must work at the highest scale.,4.1,Software Development Engineer in Test,careerbliss,amazon
Great company to work for. I love the experiences as I work with my team to solve challenging problems every day.,4.9,Anonymous Employee,careerbliss,amazon
I've worked for Amazon as a summer intern and my experience for the internship duration was amazing. It was quite astonishing and wonderful learning experience that any individual will expect in the early stages of career.,4.9,Anonymous Employee,careerbliss,amazon
"If you are willing to work, and work hard, then Amazon is the place for you. Amazon will ask not 100% of you every day, they will ask 120% of your ability. Work life balance is a struggle to find due to long hours even though it's 4 days a week. I worked 12-14 hours my first 2 years with Amazon.",3,Anonymous Employee,careerbliss,amazon
"I've worked with Amazon for 4 years now, I'm currently a data analyst with them but I held several jobs with them. They are a great company to work for; as you know Amazon is a big company that is always growing.",4.6,Anonymous Employee,careerbliss,amazon
"I worked for Amazon fulfillment for 3 years. Halfway through those three years, they changed the rate of pay (making my raises for tenure null), dissolved several positions of possible growth, and fired people for little to no reason. On the bright side, it paid well.",3.5,Anonymous Employee,careerbliss,amazon
......................................,4.8,Anonymous Employee,careerbliss,amazon
"I have worked for Amazon since 2014. I truly have found it to be a great and huge company with such great opportunities,ethical values, and emphasis on customer retention as even actually being the biggest online business.
Amazon employs over 647,500 all over the World.",5,Anonymous Employee,careerbliss,amazon
"tedious at the beginning but after 1,000 hits the work start to become worth while and can easily make atleast $100 weekly",3.5,Online Employee,careerbliss,amazon
"I have worked for Amazon since 2019. There are 20 members in our group. During my internship, all the full-time employee helped me solve some technical problems.",5,Anonymous Employee,careerbliss,amazon
I have worked in Amazon 2 years and 2 months. Amazon is very dynamic company working on new technology such machine learning and quantum computing which helped to be update with new technologies.,4.4,Principal Reliability Engineer,careerbliss,amazon
its a good company for doing job as a business inteligence engineer,5,Anonymous Employee,careerbliss,amazon
"I've worked for Amazon since 2018, specializing in demand forecasting. I love the Amazon environment that encourages people to move fast and bias for action.",4,Anonymous Employee,careerbliss,amazon
Amazon is a place where people can learn a lot and do something interested.,4.5,Anonymous Employee,careerbliss,amazon
Fast-paced culture helped me learn on pace.,4.1,Software Developer Intern,careerbliss,amazon
I enjoyed working for amazon. It has provided me with a foundation to build upon. If you are willing to work and stand out from the rest then you will have every opportunity to advance your skills and further your knowledge. I was given a once in a lifetime opportunity at amazon being that I had no prior experince and I have made the best of the it.,5,Anonymous Employee,careerbliss,amazon
Fast paced and lots to do.  But forget it if you ever want to celebrate Christmas or Thanksgiving with your loved ones.,3.5,Maintenance Area Manager,careerbliss,amazon
Amazing company with smart leadership and a great culture; you won’t lose.,4.9,Operations Manager,careerbliss,amazon
"Great place for data driven and focused professionals who love a collaborative yet independent work culture. A great place for self starters to show initiative and motivation. A modern, cutting edge, professional yet relaxing and authentic pet friendly workspace.",4.9,Senior Product Manager,careerbliss,amazon
Exciting at first. New startup division specializing in IoT integration. Empty promises about growth and company vehicles. Would not recommend.,3.3,Anonymous Employee,careerbliss,amazon
Not bad. Have lots of challenging problems to solve.,3.4,Anonymous Employee,careerbliss,amazon
"I started working for Amazon in December of 2016.  My division specializes in integrating IoT devices for consumers and our commercial partners.  The amount of driving unreasonable.  Upon hire, us technicians were told we would have company vehicles. Three years later, nothing. Over 450mi a week.  Unfortunately it seems there is no career path or growth once becoming a Sr Field Tech.  Amazon aims to be very frugal. So frugal that it takes away from the good experiences of their employees.",3.4,Senior Field Technician,careerbliss,amazon
"I have worked for Amazon since September of 2013. They are very good with driving you to do better, not only as an employee but as a person overall.",4.3,Anonymous Employee,careerbliss,amazon
"The work in Amazon is good and Amazon has mature workflow to implement information security. The benefits is also ok but because it's mature, you need to find a chance to make impact.",4.8,Anonymous Employee,careerbliss,amazon
"I've worked for Amazon for 14 months, with a big push on the leadership principle of Customer Obsession, Amazon uses that to drive them in all directions.  Unfortunately though the company has made some decisions from the leadership prospective that has caused strain within the company, making jobs more difficult day to day.",2.5,Anonymous Employee,careerbliss,amazon
"The position is a great place to learn the logistics of a large corporation. The Delivery Driver position is essential to the gears of what Amazon is, a delivery, merchandise, and customer service company. The job itself is mostly isolated from other workers, which teaches essentially the power of working in a self motivated environment. This can be exceptionally transferable when working in an office setting that requires paperwork to fulfill day duties.",4.8,Anonymous Employee,careerbliss,amazon
"Stressful
Low Pay
No Growth
Temporary
Grueling Work",1.8,Associate,careerbliss,amazon
"Long hours, repetitious work, but pay is ok when you add benefits.",3.6,Warehouse Associate,careerbliss,amazon
"Work Hard, Have Fun, Make History.",4.3,Anonymous Employee,careerbliss,amazon
"I worked as an Area Manager Intern for a fulfillment center in Houston for Amazon. The work environment promoted a great learning experience for all involved, as well as many opportunities to be a part of a great team that drives continuous improvement. They were customer obsessed to their core.",2.8,Anonymous Employee,careerbliss,amazon
"You'll never work harder than working for Amazon. It will challenge you in both the best, and worst ways. Spent nearly five years at the company and dysfunction and chaos is rampant from the top down.",3,Anonymous Employee,careerbliss,amazon
Good. Everyone should check it out.,5,Delivery Driver,careerbliss,amazon
"At Amazon, everything we do is for our customer! That’s why we are the most customer centric company in the world! Our customer obsession has led us from selling books in 1999 to selling everything from A to Z.",2.3,Anonymous Employee,careerbliss,amazon
"Great company to work for , great benefits and unlimited training aids, highly recommended! , good working environment! Safety is first priority! Good Salaries! , Lot of planning ahead of time, you can plan your career. Nice relationship with supervisors. Overall great experience!",5,Senior Maintenance Manager,careerbliss,amazon
it's a great place to work,5,Anonymous Employee,careerbliss,amazon
Good company to work for and I recommend it to others.,4.3,Anonymous Employee,careerbliss,amazon
"I have worked for Amazon for over 5 years and I like the idea behind the company, which is its motto: building the earth's most customer-centric company.",5,Anonymous Employee,careerbliss,amazon
"Amazon is a great place to work, and you have the opportunity to showcase your skills. However, the knowledge repository available to self ramp-up is not sufficient considering the aggressive schedule we have at Amazon. Also, managers need to be more receptive to feedback.",3.6,Anonymous Employee,careerbliss,amazon
"I worked with Amazon since 2012. The work-life balance can be difficult to adjust as the responsibilities are many. What makes it tough to adjust is the lack of willingness among managers to do their part to contribute to the operation. If more managers were held accountable, this issue might be resolved",3.4,Shift Manager,careerbliss,amazon
The team I worked on was very startup-like. We were developing a new eCommerce site service. My coworkers were talented and management was good.,4,Software Development Engineer,careerbliss,amazon
I have been working at Amazon for a couple of months it’s a pretty good job for a warehouse and especially what they pay.,4.8,Warehouse Technician,careerbliss,amazon
"Discriminatory environment.

When you give feedback to your managers they retaliate.

Exhausting working hours=. No recognition. Nothing like what's shown or said on social media. The $15/hour promise to employees is just a way to promote the brand. When signing with them, make sure you meticulously read through their benefits package. The 401k is a joke. Everything is done to deter employees from complaining. They have an inside procedure of hearing employees' complaints that is totally biased. If you want to stay there, please avoid challenging your boss. They ask you to sign documents preventing you from talking about the way they mistreat employees. It will take a while for people to understand that, among the top companies in the US, this company operates in such a way that no employee can touch it.",1,Anonymous Employee,careerbliss,amazon
"Fulfilment Companies Need to be Unionized they really do.   Waiting for my other job to begin full time I thought heck I have a couple of weeks lets get a job working in amazon fulfilment it will also provide me with a glimpse into  the nuts and bolts of that business.  What I was about to discover is shocking.
First there isn’t anyone working at Amazon Milton  fulfillment who isn’t looking for another job, not one person there is happy, not one..as others have said and I have to agree if you are desperate take it for a bit then get out as soon as you can.  Long term or oldies have worked a year maybe a year and a half at most and for those who have suffered that long they get this blue vest with AMBASSADOR written on it,  in sum it means nothing...  the high turnover of workers in the warehouse positions is typical considering they are paid penny’s above minimum wage for physically demanding hard labor work. Luckily there are all kinds of benefits “SAID NO ONE” ; heck Jeff Bezos doesn’t even have free coffee for the staff.  You can’t pander to the share holders by treating your workers with common decency and respect.     I personally witnessed the Operations Manager spew the BullSh*t of safety and concern for their employees then turn around and bully employees to meet unattainable goals, and take risks to meet those goals.  One person was being yelled at for being too slow literally 2 hours and 48 minutes into the first day that they were on their own it was their 4th day  working there.   
Its obvious that a management hiring bias is for Indian ethnicity (in Canada) many of which are new immigrants,  as many others have said and I would agree “Great place to work while you look for a job.”   Any perks kick in after 2-5yrs (like stocks and matching RRSP) and so far I haven’t met anyone there…. manager or worker who has been there for 2 years...its that bad.",1.5,Anonymous Employee,careerbliss,amazon
I've worked for Amazon since 2012. This is the company you need to avoid. They treat people with absolute no respect. Office politics everywhere,1.3,Anonymous Employee,careerbliss,amazon
While compensation is rather good here at Amazon due to an appreciating stock price the workplace culture is especially terrible. This is because the company does not truly value it's employees and due to this the attrition in the first 1-2 years is very high which in turn compounds the difficulty in growing your career with amazon and building equity internally as those with which you would do so often have moved on the another department or more often employer.,2,Anonymous Employee,careerbliss,amazon
Good company for start. Good company for start.,4,Anonymous Employee,careerbliss,amazon
"This is a great place. Work environment is good. Cafeteria is excellent. Wash rooms are clean. Training was good. Co-workers were excellent. I left because it was a part time job and I want a full time. Bus service from Philadelphia to New Jersey in this location is not good. Weekends SEPTA has no service in that location at noon time. If SEPTA Bus had more frequent service in Logan Township area in NJ, I could stay with Amazon till now.",4.8,Anonymous Employee,careerbliss,amazon
"I was recently wrongfully terminated on Friday, January 12, 2018 at the Windsor, Connecticut Amazon Fulfillment Center due to poor productivity which was not my fault. Management would often acknowledge bad freight and I was often given larger products, which was very hard to stow in very pack pods that would often be packed to the max, and the water spiders who gave out the workload would often play favoritism by dividing up the workload unequally and giving their friends or those they are close to all the best mixture of products that made stowing all the more easier to stow. 

There were times I seen water spiders who stowed pick and choose which products to stow from management and management would oblige their requests.

When I was hired back in October - direct hire, I honestly thought this job would be secure with advancement in career but as I worked and received two write-ups for low productivity which was not my fault during peak, due to them having really bad freight PLUS a bad mixture of products to be stowed that took even longer, affecting my rates, and when I asked or told management about this - management would often reassure me that this would not affect my job status or productivity for the week, and in the end I would end up getting written up due to bad productivity. 

Management was quick to write me up for poor productivity and blame me for low rates or low productivity when in truth it was not even my fault - they would often say one thing reassuring me that my job would not be jeopardize and next day I get written up for the very thing I was worried about - low rates and low productivity for something that was clearly out of my control and related to them, not me (i.e. bad freight, bad mixture of products which was the water spiders fault, etc.) - things that were not even in my own control nor my own fault.",3,Stower,careerbliss,amazon
"I work specifically for the Prime Now program at Amazon, as a fulfillment associate. It's miserable. They lure you in with promises of an open work-schedule with plenty of shifts, to let you work around any other jobs. In practice, all the shifts go to those with the fastest computers, and this is exacerbated by an internal program in which those who already get lots of shifts get early access and free pick of the shifts before anyone else, ensuring that they'll remain on top of the pile forever. 
If you get unlucky and can't get any shifts that mesh with your schedule for a while, be prepared to start getting warning emails that are frankly kind of ominous and threatening, saying that if you don't respond and somehow reorganize your schedule and take shifts to meet their quota within a very few days, you'll be automatically fired. I got temporarily terminated despite working enough hours to fill the quota, thanks to the automation, had to fight tooth and claw to get back in, and then because it took me so much time to get reinstated...  they almost immediately started emailing me again threatening to terminate me. 

The warehouses are kind of a catastrophe - poorly organized, outdated jokey ""morale builder"" posters on the walls, and a strong smell of mold in some places. They're difficult to navigate even WITH the scanner you use to pick or stow, and when standards-of-practice change, they won't work with you to train you on the new methodology, so you just have to turn to your fellow employees for help and bumble through. 
HR is slow to respond when you need help with something, and are the ones responsible for the threatening and unhelpful warning emails anyway, so it's kind of self-defeating, trying to reach out to them. 
And last but not least, the CEO is an egotist, buying half the town and turning it into his playground for weird quirky architectural media-coverage magnets. I know they treat the higher-ups better, but if you're offered a fulfillment job... run.",1.8,Anonymous Employee,careerbliss,amazon
"The site was not organized, nor did it have the necessary tools to remove barriers that slow production.There is a big turnaround in associates and management, which led to problems in quality, production and decision making, due to inexperienced new people filling the vacant roles. It took a long time for necessary change to take place.",2.4,Anonymous Employee,careerbliss,amazon
"Great place to work, friendly staff.",5,Warehouse Associate,careerbliss,amazon
"After working the sh-- out of me for six months, they decided to terminate me based upon a 26 year old background check.",1,Warehouse Associate,careerbliss,amazon
"I worked at Amazon for 4 years, ending in January 2016. I enjoyed working with many smart and highly driven people, however the management structure and team likes to burn people out. It is no secret, you need to be wiling to give up a significant portion of your personal life (ie: No Work-Life balance) to be successful at Amazon. They often manage people out if they are not working enough.",3.3,Anonymous Employee,careerbliss,amazon
"I've worked for this call center for about three months now, and I have to say it is one of the most positive environments I've ever worked in.  Everyone here is so helpful and fun to be around. The work itself can get a little stressful but that comes with any job. The work can also be rewarding.  Ultimately I'm really happy with where I work.",4.8,Logistic Associate,careerbliss,amazon
,4.3,Intern,careerbliss,amazon
I worked for Amazon for almost 9 years if you add the 2 contract positions I had prior to be hired as a regular employee for 7 years. They are a great company though the balance of work and personal life is skewed heavily in favor of work.,4,Anonymous Employee,careerbliss,amazon
"Amazon provides an opportunity to work with some of the best and brightest engineers in the world.  The environment is massive and there's no such thing as a boring problem.

The down sides come mostly from company culture: frugality will limit the equipment you are issued to do your job to an underpowered laptop and a low end monitor.  Most managers I have worked with value and respect their employees up until annual review time when all employees are ""stack ranked"" and forced into bell curves by job class and level.",3.8,Anonymous Employee,careerbliss,amazon
Really enjoyed summer at Seattle. Amazon is a great company to work with. I had learned a lot from my mentor and co-workers.,3.8,Anonymous Employee,careerbliss,amazon
Good company and good team.,4,Anonymous Employee,careerbliss,amazon
"No training for the CSS position or internal working of an amazon FC at all. There was no communications from the Facilities Manager on expectations, duties or direction. I was very disappointed with the position of CSS at Amazon. I liked it but I had no one to lean on and no training. Then they said I wasn't qualified, even when I completed every task they asked of me. I was never addressed on any performance issues in 4.5 months. Found out through text message on my day off that my contract would not be extended.",2.1,Control Systems Specialist,careerbliss,amazon
"A huge company present on all continents. They use cutting edge equipment procured mostly from Cisco, Citrix, Juniper. They have a retail website network, a border network and a cloud computing network. They offer a lot of advantages to grow professionally and the pay is relatively amazing. Amazon functions on the base of a a 14 core values that they believe is customer-centric.",4.8,Anonymous Employee,careerbliss,amazon
I found it to be a strong culture. Numbers driven. Not very fun.,2.4,Software Development Manager,careerbliss,amazon
It's a good company. Kind of warehouse.,4.1,Data and Report Analyst,careerbliss,amazon
"There are a ton of really smart people at Amazon, and they do great things. If they need something that doesn't exist, they build it, turn it into a service and market it.",3.6,Software Development Manager,careerbliss,amazon
You can learn stuff fast and remain cutting edge.,3,Anonymous Employee,careerbliss,amazon
