text,satisfaction,job_level,date,platform,source
"Blown away by the lactation room (complete with relatively comfortable chair, fridge, sink, and soap) and the level of support given to those of us who were nursing mothers. I was unprepared for such positivity. During those long nights of picking, pumping became my favorite part of the work day. It was so appreciated.",Very satisfied,Early Career,2016-08-29T17:28:14.766219-04:00,inhersight,amazon
They hire managers straight out of college and that needs to be worked on some more. Some managerial experience should be required for such a big place. ,Neither satisfied nor unsatisfied,,2016-08-11T01:19:12.430354-04:00,inhersight,amazon
"Big old boys club. Upper leaders take credit for other's work when it succeeds, she'd blame on to others for their own mistakes. ",Very unsatisfied,Mid-Level,2016-08-08T22:38:09.540577-04:00,inhersight,amazon
"Upper management is mostly men. Dock positions are all men, even if women prove themselves ",Very unsatisfied,Early Career,2016-08-03T22:20:43.571981-04:00,inhersight,amazon
"I was a work from home employee. I enjoyed most aspects of my job and the maternity leave was to die for. Seriously no one does maternity better than Amazon.  I took a buyout and left. The program needs work but it's headed in the right direction. Amazon is innovative and will always thrive. I hope, because I still love them dearly. 

    _sandshol

",Satisfied,Mid-Level,2016-08-03T13:21:18.973454-04:00,inhersight,amazon
"It is what it is, then some ",Neither satisfied nor unsatisfied,Mid-Level,2016-07-20T00:32:30.489035-04:00,inhersight,amazon
"Don't work at a warehouse unless you're built like an Icelandic muscle head. Was given an RMI to fill out and no doctors would touch it. Was told it could be taken to an urgent care facility but that was a lie. When I did finally get it turned in, it wasn't enough and they wanted more. Doctor put restrictions on me that amazon didn't like, so they told me to either get better or leave. Underpaid, overworked, Amazon treats their employees like they're disposable, at least in states with lenient labor laws.",Very unsatisfied,Early Career,2016-07-12T18:55:27.321560-04:00,inhersight,amazon
"In general, a great company to work for. However, it's very hard for women to get promoted. Looking at my site, less than a quarter of leadership and above are women. It's definitely a boys club at Amazon. ",Neither satisfied nor unsatisfied,Early Career,2016-07-07T12:35:52.170530-04:00,inhersight,amazon
"This is based on the Redlands warehouse, horrible management all around and don't want you to succeed. A lot of favoritism and phonys. Bully you anytime you get even remotely hurt and tell you you're crazy when you say how you feel. Great company, HORRIBLE location.",Neither satisfied nor unsatisfied,Early Career,2016-06-28T16:29:00.198172-04:00,inhersight,amazon
"When you are treated like a number instead of a human being, you feel like you are not valuable to the company in which you work. Unfortunately this has been the case for quite some time with my current place of employment. It gets exhausting to keep dealing with the same untrustworthy leadership day in and day out. Upper leadership does not seem to care, but yet they want to know why the good employees continue to leave. Until there is a significant change in leadership, people will continue to feel the same way.",Very unsatisfied,Early Career,2016-06-28T14:44:42.470774-04:00,inhersight,amazon
"In the mobile device space, there were around industry average proportion of women (not enough), but all women were in QA roles, no women in development roles. It was like the software equivalent of traditional gender roles, women were cleaning up the mess the men made. There were some few women in the management chain, but again only on the QA side.",Unsatisfied,Early Career,2016-06-23T18:01:57.488382-04:00,inhersight,amazon
Read the NYT article,Very unsatisfied,Senior-Level,2016-05-11T18:44:42.889385-04:00,inhersight,amazon
I once complained about a female coworker who I felt was picking on me to my manager.  He told me that my coworker had higher standards for me because we were both female.,Neither satisfied nor unsatisfied,Early Career,2016-04-19T14:59:33.864286-04:00,inhersight,amazon
The few women in management were not right for the job (picked because they were in departments with poor performers).  Male co-workers made much more money in the same position.,Unsatisfied,Mid-Level,2016-04-05T23:46:06.190307-04:00,inhersight,amazon
"When you are going through all of the new hire training, it seems as if they really care about their employees. They even have a safety team on site if anything should go wrong. However, the actual most important thing to them is productivity. I am pregnant and I can only move so fast and I need to use the restroom more often. There was no way to adjust my goals so that I could meet them and I was chastised for being pregnant in the first place.",Unsatisfied,Early Career,2016-04-05T13:08:17.163275-04:00,inhersight,amazon
"Overall there are worse places to be a woman.  Depending on the specific team and org you're in, it can definitely be better and worse. Those orgs which have clear, written goals for diversity tend to follow through on those, so seek those out. So far, any outright harassment or discriminatory behavior is readily squashed by HR, so usually all you have to battle with is the unconscious bias and subtle sidelining. Choosing your team wisely can mitigate the unconscious bias factors. ",Satisfied,Mid-Level,2016-03-10T16:58:16.814935-05:00,inhersight,amazon
"Amazon Fulfillment Centers are very hard on managers for hours.  There is very little work-life balance and you are expected to work 60 hour weeks minimal.  I personally had core hours (hours I had to be at the facility every week) of 55 hours, but as a manager I was required to be there before the start of the shift and so I worked more than 60 every week.  When it cam time for me to take the shift that required fewer hours my male counterpart appealed to my manager that he had kids and I did not, and therefore our rotation (we were supposed to do this every 3-4 months) was stopped.

During my time there, men stating they had childhood duties were smiled upon.  I said I needed to go to visit my very ill father and our boss told me that he needed for me to turn in an assignment that Saturday by noon.  I had to stay up all night and work dutifully until noon to complete it. a document by noon.  A male co-worker stated that he needed to spend time with his kids a few weekends later and our boss stated that life had to have those types of enjoyment.  The very next week I was asked to do what that employee failed to do the prior week.  My boss saw himself in my co-worker, there-fore he felt guilty when my male co-workers needed time with their families.  For women he just couldn't relate.   

In another case, a female co-worker made the comment that she was having childcare issues and her manager questioned whether she was cut out for the job.  

I am bringing up personal cases so it may seem like this would not apply to you.  But, Amazon is so ""young"" male dominated, they don't question that they aren't tolerant to different people.  They expect a homogeneous thought process and are very intolerant to people that don't share life experience.",Very unsatisfied,Mid-Level,2016-01-20T18:42:55.349982-05:00,inhersight,amazon
"As an entry level associate, there is no discrimination against women. They are all treated the same and get great benefits. As for moving up in the company. it is not likely for women at Amazon. There are a few supervisors that are women, but when it comes to management, from what I've seen at my buidling, only about 10% of management are women. In my 4 year career with Amazon I have never seen a woman as an Operations Manager, Senior Operations Manager, or General Manager. ",Neither satisfied nor unsatisfied,Mid-Level,2016-01-09T08:04:10.093198-05:00,inhersight,amazon
"Recent changes in parental / maternity leave are very positive.  Travel expectations for some roles are really challenging.  The company does not do ""remote work"" very well.  There's still very much a strong preference for everyone to be in Seattle.   Long hours and high expectations but manageable with the right boss, and salary is commensurate with effort in my opinion, which makes it worthwhile.  I really like my job and working for Amazon, but it is challenging, for sure.  I would be happier if there were more options for remote employees to be truly remote and unencumbered by working outside of corporate HQ.",Satisfied,Mid-Level,2016-01-08T02:53:51.808993-05:00,inhersight,amazon
Work life balance is non existent. Only a handful of women at the Herndon office. And several have had really awful experiences.,Very unsatisfied,Mid-Level,2015-12-19T19:47:06.434596-05:00,inhersight,amazon
"There seem to be more men managing team on the production floor, but the HR team has a female majority, and the sexual harassment policy is one of no tolerance. I know that if someone is exhibiting inappropriate behavior, I can bring it to someone's attention and be taken seriously.",Very satisfied,Early Career,2015-11-24T21:15:16.626792-05:00,inhersight,amazon
"If you are not an overgrown frat boy, you will not be promoted.  That said, Seattle is an amazing place and many people fall in love with the area and cannot bear to leave, myself included.",Very unsatisfied,Mid-Level,2015-11-23T20:46:47.070279-05:00,inhersight,amazon
"I've found the warehouse I work for with Amazon.com is an amazing opportunity for women AND men of all ages, races, sexual orientations, etc.  It is the most diverse workplace I've ever been in. While I'm currently in a position that has extreme potential, I find it has more options than when I was in positions of management for other companies I've worked for where I was close to the top, yet somehow still stifled with my power.  I cannot speak more highly of Amazon as a work environment that everyone could be comfortable working for. ",Very satisfied,Early Career,2015-11-23T10:30:24.188653-05:00,inhersight,amazon
"If you're a young, single woman (or young looking) - you can do very well at Amazon. but expect your relationships to be difficult, and suffer immensely if you have children. Some managers are supportive, but many preach support then ding you in the annual review. ",Unsatisfied,,2015-10-31T18:22:39.074766-04:00,inhersight,amazon
Women left out of critical meetings. Manager and team leads don't help with on boarding process. Quick to criticize. Micromanagement. Managers want to look good and blame employees for mistakes before trying to understand the problems. Unforgiving environment. Men posture and dominate meetings. Shouting louder gets you heard. Quick to make judgments about people.,Anonymous,,2015-04-09T08:46:15.703992-04:00,inhersight,amazon
"For retail jobs:
Hours relatively inflexible due to nature of ecommerce. Work life balance is tough if you want to have career advancement. Many leave retail to start family.

Decent representation of women in retail management team. Career advancement is completely merit based which is great. Mentorship and focus on women issues is lacking.",Anonymous,,2015-04-03T21:16:17.647970-04:00,inhersight,amazon
Our President and COO is one of the most inspirational women leaders I have met.  We have a Women in Technology group that meets regularly and is supported by management.  ,Anonymous,,2015-03-10T15:22:32.401425-04:00,inhersight,amazon
Amazon is full of type A folks that work hard and play hard.  You can have flexibility and work-life balance but you have to figure that out on your own.  Its a great place to work if you desire freedom to do whatever you need for your role without a lot of bureaucracy.  Amazon has a way to go to get more women into leadership and technical roles. ,Anonymous,,2015-02-26T19:34:19.753836-05:00,inhersight,amazon
Bro-y young tech/sales environment with grind mentality. Little to no maternity/paternity leave. Did have pretax flexible dependent FSA account to help offset child care cost which was helpful. I lucked out and had a great boss that was flexible with telecommuting if my child or self was sick. Doesn't offer part time telecommute positions to retain talented individuals who need a more flexible job while rearing small children. Very few women in non-sales aspects of company.,Anonymous,,2015-02-24T21:52:19.199635-05:00,inhersight,amazon
